Date,Plot,Tag,N_infl,Fl_open,Fl_done,Q,Page,Notes
7/14/22,105,2101,1,0,3,,,
7/14/22,105,2114,1,0,8,,,
7/14/22,105,2129,0,0,0,,,
7/14/22,105,2142,1,0,3,,,
7/14/22,105,2149,1,0,1,,,
7/14/22,117,2131,1,0,2,,,
7/14/22,130,2112,1,0,7,,,
7/14/22,130,2138,2,1,1,,,
7/14/22,130,2140,1,0,3,,,
7/14/22,130,2164,1,5,2,,,
7/14/22,130,2168,1,6,0,,,one fell off
7/14/22,133,2151,2,1,5,,,
7/14/22,133,2152,3,14,3,,,
7/14/22,133,2154,1,4,0,,,
7/14/22,146,2155,2,4,0,,,
7/14/22,133,2163,1,4,0,,,
7/14/22,133,2165,2,2,1,,,
7/14/22,138,2053,1,0,8,,,
7/14/22,146,2137,1,2,4,,,
7/14/22,146,2141,3,1,10,,,
7/14/22,146,2145,1,0,6,,,
7/14/22,146,2148,1,0,5,,,
7/14/22,147,2099,1,0,8,,,
7/14/22,149,2056,2,0,9,,,
7/14/22,149,2111,1,0,4,,,
7/14/22,150,2123,1,0,2,,,
7/14/22,150,2128,1,0,2,,,
7/14/22,150,2136,1,1,2,,,
7/14/22,150,2143,1,0,2,,,
7/14/22,151,2110,1,0,5,,,
7/14/22,151,2121,2,7,1,,,
7/14/22,151,2139,1,0,3,,,
7/14/22,151,2146,1,0,4,,,
7/14/22,151,2158,1,0,2,,,
7/14/22,151,2160,1,2,0,,,
7/14/22,152,2127,1,0,3,,,
7/14/22,152,2132,1,0,6,,,
7/14/22,153,2115,1,0,7,,,
7/14/22,153,2153,1,2,0,,,
7/14/22,154,2043,2,0,11,,,
7/14/22,154,2113,0,0,0,,,grazed
7/14/22,154,2130,1,0,2,,,
7/14/22,154,2134,1,0,1,,,
7/14/22,158,2147,1,5,0,,,
7/14/22,162,2026,2,0,9,,,
7/14/22,162,2109,1,2,1,,,
7/14/22,163,2064,2,0,7,,,
7/14/22,163,2076,3,0,6,,,
7/14/22,163,2122,2,0,5,,,
7/14/22,164,2071,2,0,6,,,
7/14/22,166,2104,2,0,4,,,